"name","info","season","club","nation.","pass","app","pos.","avg_pass"
" Neil Taylor","Wales","2015/16","  - "," Wales",1284,34,"DF",37.7647058823529
" Nemanja Vidic","Serbia","2006/07","  - "," Serbia",1069,25,"DF",42.76
" Nemanja Vidic","Serbia","2007/08","  - "," Serbia",1328,32,"DF",41.5
" Nemanja Vidic","Serbia","2008/09","  - "," Serbia",1676,34,"DF",49.2941176470588
" Nemanja Vidic","Serbia","2009/10","  - "," Serbia",1209,24,"DF",50.375
" Nemanja Vidic","Serbia","2010/11","  - "," Serbia",1635,35,"DF",46.7142857142857
" Nemanja Vidic","Serbia","2011/12","  - "," Serbia",249,6,"DF",41.5
" Nemanja Vidic","Serbia","2012/13","  - "," Serbia",788,19,"DF",41.4736842105263
" Nemanja Vidic","Serbia","2013/14","  - "," Serbia",1042,25,"DF",41.68
" Nick Montgomery","Scotland","2006/07","  - "," Scotland",631,26,"DF",24.2692307692308
" Nicky Hunt","England","2006/07","  - "," England",846,33,"DF",25.6363636363636
" Nicky Hunt","England","2007/08","  - "," England",316,14,"DF",22.5714285714286
" Nicky Shorey","England","2006/07","  - "," England",1427,37,"DF",38.5675675675676
" Nicky Shorey","England","2007/08","  - "," England",1296,36,"DF",36
" Nicky Shorey","England","2008/09","  - "," England",683,21,"DF",32.5238095238095
" Nicky Shorey","England","2009/10","  - "," England",500,12,"DF",41.6666666666667
" Nicky Shorey","England","2010/11","  - "," England",1130,28,"DF",40.3571428571429
" Nicky Shorey","England","2011/12","  - "," England",957,25,"DF",38.28
" Nicky Shorey","England","2012/13","  - "," England",635,17,"DF",37.3529411764706
" Nico Yennaris","England","2011/12","  - "," England",18,1,"DF",18
" Nicolás Otamendi","Argentina","2015/16"," Manchester City  "," Argentina",1569,30,"DF",52.3
" Noé Pamarot","France","2006/07","  - "," France",549,23,"DF",23.8695652173913
" Noé Pamarot","France","2007/08","  - "," France",343,18,"DF",19.0555555555556
" Noé Pamarot","France","2008/09","  - "," France",406,15,"DF",27.0666666666667
" Nuno Valente","Portugal","2006/07","  - "," Portugal",345,14,"DF",24.6428571428571
" Nuno Valente","Portugal","2007/08","  - "," Portugal",214,9,"DF",23.7777777777778
" Nuno Valente","Portugal","2008/09","  - "," Portugal",19,2,"DF",9.5
" Nyom","Cameroon","2015/16","  - "," Cameroon",860,32,"DF",26.875
" Nyron Nosworthy","Jamaica","2007/08","  - "," Jamaica",797,29,"DF",27.4827586206897
" Nyron Nosworthy","Jamaica","2008/09","  - "," Jamaica",466,16,"DF",29.125
" Nyron Nosworthy","Jamaica","2009/10","  - "," Jamaica",223,10,"DF",22.3
" Oguchi Onyewu","United States","2006/07","  - "," United States",296,11,"DF",26.9090909090909
" Olof Mellberg","Sweden","2006/07","  - "," Sweden",1410,38,"DF",37.1052631578947
" Olof Mellberg","Sweden","2007/08","  - "," Sweden",1126,34,"DF",33.1176470588235
" Ondrej Celustka","Czech Republic","2013/14","  - "," Czech Republic",554,21,"DF",26.3809523809524
" Osei Sankofa","England","2006/07","  - "," England",233,9,"DF",25.8888888888889
" Pablo Armero","Colombia","2013/14","  - "," Colombia",110,5,"DF",22
" Pablo Ibáñez","Spain","2010/11","  - "," Spain",182,10,"DF",18.2
" Pablo Zabaleta","Argentina","2008/09"," Manchester City  "," Argentina",1075,29,"DF",37.0689655172414
" Pablo Zabaleta","Argentina","2009/10"," Manchester City  "," Argentina",1054,27,"DF",39.037037037037
" Pablo Zabaleta","Argentina","2010/11"," Manchester City  "," Argentina",951,26,"DF",36.5769230769231
" Pablo Zabaleta","Argentina","2011/12"," Manchester City  "," Argentina",827,21,"DF",39.3809523809524
" Pablo Zabaleta","Argentina","2012/13"," Manchester City  "," Argentina",1307,30,"DF",43.5666666666667
" Pablo Zabaleta","Argentina","2013/14"," Manchester City  "," Argentina",1633,35,"DF",46.6571428571429
" Pablo Zabaleta","Argentina","2014/15"," Manchester City  "," Argentina",1447,29,"DF",49.8965517241379
" Pablo Zabaleta","Argentina","2015/16"," Manchester City  "," Argentina",575,13,"DF",44.2307692307692
" Paddy McNair","Northern Ireland","2014/15","  - "," Northern Ireland",687,16,"DF",42.9375
" Paddy McNair","Northern Ireland","2015/16","  - "," Northern Ireland",194,8,"DF",24.25
" Pape Souaré","Senegal","2014/15"," Crystal Palace  "," Senegal",214,9,"DF",23.7777777777778
" Pape Souaré","Senegal","2015/16"," Crystal Palace  "," Senegal",1165,34,"DF",34.2647058823529
" Pascal Chimbonda","France","2006/07","  - "," France",1330,34,"DF",39.1176470588235
" Pascal Chimbonda","France","2007/08","  - "," France",1380,32,"DF",43.125
" Pascal Chimbonda","France","2008/09","  - "," France",596,16,"DF",37.25
" Pascal Chimbonda","France","2009/10","  - "," France",743,24,"DF",30.9583333333333
" Pascal Chimbonda","France","2010/11","  - "," France",135,6,"DF",22.5
" Patrice Evra","France","2006/07","  - "," France",886,24,"DF",36.9166666666667
" Patrice Evra","France","2007/08","  - "," France",1156,33,"DF",35.030303030303
" Patrice Evra","France","2008/09","  - "," France",1199,28,"DF",42.8214285714286
" Patrice Evra","France","2009/10","  - "," France",1643,38,"DF",43.2368421052632
" Patrice Evra","France","2010/11","  - "," France",1328,35,"DF",37.9428571428571
" Patrice Evra","France","2011/12","  - "," France",1610,37,"DF",43.5135135135135
" Patrice Evra","France","2012/13","  - "," France",1421,34,"DF",41.7941176470588
" Patrice Evra","France","2013/14","  - "," France",1255,33,"DF",38.030303030303
" Patrick van Aanholt","Netherlands","2009/10","  - "," Netherlands",18,2,"DF",9
" Patrick van Aanholt","Netherlands","2011/12","  - "," Netherlands",108,3,"DF",36
" Patrick van Aanholt","Netherlands","2014/15","  - "," Netherlands",931,28,"DF",33.25
" Patrick van Aanholt","Netherlands","2015/16","  - "," Netherlands",1067,33,"DF",32.3333333333333
" Paul Dummett","Wales","2013/14","  - "," Wales",490,18,"DF",27.2222222222222
" Paul Dummett","Wales","2014/15","  - "," Wales",845,25,"DF",33.8
" Paul Dummett","Wales","2015/16","  - "," Wales",673,23,"DF",29.2608695652174
" Paul Huntington","England","2006/07","  - "," England",297,11,"DF",27
" Paul Konchesky","England","2006/07","  - "," England",917,22,"DF",41.6818181818182
" Paul Konchesky","England","2007/08","  - "," England",1152,33,"DF",34.9090909090909
" Paul Konchesky","England","2008/09","  - "," England",1629,36,"DF",45.25
" Paul Konchesky","England","2009/10","  - "," England",1194,27,"DF",44.2222222222222
" Paul Konchesky","England","2010/11","  - "," England",670,16,"DF",41.875
" Paul Konchesky","England","2014/15","  - "," England",956,26,"DF",36.7692307692308
" Paul McShane","Ireland","2007/08","  - "," Ireland",537,21,"DF",25.5714285714286
" Paul McShane","Ireland","2008/09","  - "," Ireland",479,20,"DF",23.95
" Paul McShane","Ireland","2009/10","  - "," Ireland",768,27,"DF",28.4444444444444
" Paul McShane","Ireland","2013/14","  - "," Ireland",300,10,"DF",30
" Paul McShane","Ireland","2014/15","  - "," Ireland",624,20,"DF",31.2
" Paul Robinson","England","2008/09","  - "," England",1569,35,"DF",44.8285714285714
" Paul Robinson","England","2009/10","  - "," England",869,25,"DF",34.76
" Paul Robinson","England","2010/11","  - "," England",1399,35,"DF",39.9714285714286
" Paul Robinson","England","2011/12","  - "," England",699,17,"DF",41.1176470588235
" Paul Scharner","Austria","2006/07","  - "," Austria",595,25,"DF",23.8
" Paul Scharner","Austria","2007/08","  - "," Austria",975,37,"DF",26.3513513513514
" Paul Scharner","Austria","2008/09","  - "," Austria",787,29,"DF",27.1379310344828
" Paul Scharner","Austria","2009/10","  - "," Austria",1227,38,"DF",32.2894736842105
" Paul Scharner","Austria","2010/11","  - "," Austria",1127,33,"DF",34.1515151515151
" Paul Scharner","Austria","2011/12","  - "," Austria",677,29,"DF",23.3448275862069
" Paul Scharner","Austria","2012/13","  - "," Austria",618,14,"DF",44.1428571428571
" Paul Stalteri","Canada","2006/07","  - "," Canada",73,6,"DF",12.1666666666667
" Paul Stalteri","Canada","2007/08","  - "," Canada",626,16,"DF",39.125
" Paulo Da Silva","Paraguay","2009/10","  - "," Paraguay",350,16,"DF",21.875
" Paulo Da Silva","Paraguay","2010/11","  - "," Paraguay",24,1,"DF",24
" Paulo Ferreira","Portugal","2006/07","  - "," Portugal",783,24,"DF",32.625
" Paulo Ferreira","Portugal","2007/08","  - "," Portugal",627,18,"DF",34.8333333333333
" Paulo Ferreira","Portugal","2008/09","  - "," Portugal",65,7,"DF",9.28571428571429
" Paulo Ferreira","Portugal","2009/10","  - "," Portugal",449,13,"DF",34.5384615384615
" Paulo Ferreira","Portugal","2010/11","  - "," Portugal",458,21,"DF",21.8095238095238
" Paulo Ferreira","Portugal","2011/12","  - "," Portugal",143,6,"DF",23.8333333333333
" Paulo Ferreira","Portugal","2012/13","  - "," Portugal",8,2,"DF",4
" Pelé","Cape Verde","2008/09","  - "," Cape Verde",42,3,"DF",14
" Per Mertesacker","Germany","2011/12"," Arsenal  "," Germany",1092,21,"DF",52
" Per Mertesacker","Germany","2012/13"," Arsenal  "," Germany",1702,34,"DF",50.0588235294118
" Per Mertesacker","Germany","2013/14"," Arsenal  "," Germany",1706,35,"DF",48.7428571428571
" Per Mertesacker","Germany","2014/15"," Arsenal  "," Germany",1776,35,"DF",50.7428571428571
" Per Mertesacker","Germany","2015/16"," Arsenal  "," Germany",1246,24,"DF",51.9166666666667
" Peter Ramage","England","2006/07","  - "," England",640,21,"DF",30.4761904761905
" Peter Ramage","England","2007/08","  - "," England",18,3,"DF",6
" Phil Bardsley","Scotland","2006/07","  - "," Scotland",417,13,"DF",32.0769230769231
" Phil Bardsley","Scotland","2007/08","  - "," Scotland",314,11,"DF",28.5454545454545
" Phil Bardsley","Scotland","2008/09","  - "," Scotland",1169,28,"DF",41.75
" Phil Bardsley","Scotland","2009/10","  - "," Scotland",626,26,"DF",24.0769230769231
" Phil Bardsley","Scotland","2010/11","  - "," Scotland",1164,34,"DF",34.2352941176471
" Phil Bardsley","Scotland","2011/12","  - "," Scotland",1174,31,"DF",37.8709677419355
" Phil Bardsley","Scotland","2012/13","  - "," Scotland",442,18,"DF",24.5555555555556
" Phil Bardsley","Scotland","2013/14","  - "," Scotland",874,26,"DF",33.6153846153846
" Phil Bardsley","Scotland","2014/15"," Stoke City  "," Scotland",719,25,"DF",28.76
" Phil Bardsley","Scotland","2015/16"," Stoke City  "," Scotland",300,11,"DF",27.2727272727273
" Phil Jagielka","England","2006/07","  - "," England",1216,38,"DF",32
" Phil Jagielka","England","2007/08"," Everton  "," England",1054,34,"DF",31
" Phil Jagielka","England","2008/09"," Everton  "," England",1228,34,"DF",36.1176470588235
" Phil Jagielka","England","2009/10"," Everton  "," England",517,12,"DF",43.0833333333333
" Phil Jagielka","England","2010/11"," Everton  "," England",1181,33,"DF",35.7878787878788
" Phil Jagielka","England","2011/12"," Everton  "," England",1246,30,"DF",41.5333333333333
" Phil Jagielka","England","2012/13"," Everton  "," England",1468,36,"DF",40.7777777777778
" Phil Jagielka","England","2013/14"," Everton  "," England",1415,26,"DF",54.4230769230769
" Phil Jagielka","England","2014/15"," Everton  "," England",1965,37,"DF",53.1081081081081
" Phil Jagielka","England","2015/16"," Everton  "," England",1036,21,"DF",49.3333333333333
" Phil Jones","England","2009/10","  - "," England",125,9,"DF",13.8888888888889
" Phil Jones","England","2010/11","  - "," England",683,26,"DF",26.2692307692308
" Phil Jones","England","2011/12"," Manchester United  "," England",1152,29,"DF",39.7241379310345
" Phil Jones","England","2012/13"," Manchester United  "," England",593,17,"DF",34.8823529411765
" Phil Jones","England","2013/14"," Manchester United  "," England",1076,26,"DF",41.3846153846154
" Phil Jones","England","2014/15"," Manchester United  "," England",1161,22,"DF",52.7727272727273
" Phil Jones","England","2015/16"," Manchester United  "," England",320,10,"DF",32
" Philip Ifil","England","2006/07","  - "," England",29,1,"DF",29
" Philipp Degen","Switzerland","2009/10","  - "," Switzerland",150,7,"DF",21.4285714285714
" Philipp Wollscheid","Germany","2014/15","  - "," Germany",468,12,"DF",39
" Philipp Wollscheid","Germany","2015/16","  - "," Germany",1220,31,"DF",39.3548387096774
" Philippe Christanval","France","2006/07","  - "," France",461,20,"DF",23.05
" Philippe Christanval","France","2007/08","  - "," France",10,1,"DF",10
" Philippe Senderos","Switzerland","2006/07","  - "," Switzerland",301,14,"DF",21.5
" Philippe Senderos","Switzerland","2007/08","  - "," Switzerland",594,17,"DF",34.9411764705882
" Philippe Senderos","Switzerland","2009/10","  - "," Switzerland",24,2,"DF",12
" Philippe Senderos","Switzerland","2010/11","  - "," Switzerland",83,3,"DF",27.6666666666667
" Philippe Senderos","Switzerland","2011/12","  - "," Switzerland",969,21,"DF",46.1428571428571
" Philippe Senderos","Switzerland","2012/13","  - "," Switzerland",671,21,"DF",31.952380952381
" Philippe Senderos","Switzerland","2013/14","  - "," Switzerland",420,12,"DF",35
" Philippe Senderos","Switzerland","2014/15","  - "," Switzerland",234,8,"DF",29.25
" Radhi Jaidi","Tunisia","2007/08","  - "," Tunisia",380,18,"DF",21.1111111111111
" Radoslav Kovac","Czech Republic","2008/09","  - "," Czech Republic",411,9,"DF",45.6666666666667
" Radoslav Kovac","Czech Republic","2009/10","  - "," Czech Republic",1182,31,"DF",38.1290322580645
" Radoslav Kovac","Czech Republic","2010/11","  - "," Czech Republic",264,13,"DF",20.3076923076923
" Rafael","Brazil","2008/09","  - "," Brazil",504,16,"DF",31.5
" Rafael","Brazil","2009/10","  - "," Brazil",368,8,"DF",46
" Rafael","Brazil","2010/11","  - "," Brazil",522,16,"DF",32.625
" Rafael","Brazil","2011/12","  - "," Brazil",616,12,"DF",51.3333333333333
" Rafael","Brazil","2012/13","  - "," Brazil",1210,28,"DF",43.2142857142857
" Rafael","Brazil","2013/14","  - "," Brazil",666,19,"DF",35.0526315789474
" Rafael","Brazil","2014/15","  - "," Brazil",334,10,"DF",33.4
" Rafael Schmitz","Brazil","2007/08","  - "," Brazil",256,15,"DF",17.0666666666667
" Rafik Halliche","Algeria","2010/11","  - "," Algeria",11,1,"DF",11
" Ramiro Funes Mori","Argentina","2015/16"," Everton  "," Argentina",1238,28,"DF",44.2142857142857
" Razvan Rat","Romania","2013/14","  - "," Romania",511,15,"DF",34.0666666666667
" Reece Burke","England","2014/15","  - "," England",148,5,"DF",29.6
" Reece Oxford","England","2015/16","  - "," England",52,7,"DF",7.42857142857143
" Reece Wabara","England","2010/11","  - "," England",4,1,"DF",4
" Reto Ziegler","Switzerland","2006/07","  - "," Switzerland",9,1,"DF",9
" Ricardo Carvalho","Portugal","2006/07","  - "," Portugal",1359,31,"DF",43.8387096774194
" Ricardo Carvalho","Portugal","2007/08","  - "," Portugal",910,21,"DF",43.3333333333333
" Ricardo Carvalho","Portugal","2008/09","  - "," Portugal",529,12,"DF",44.0833333333333
" Ricardo Carvalho","Portugal","2009/10","  - "," Portugal",1069,22,"DF",48.5909090909091
" Ricardo Rocha","Portugal","2006/07","  - "," Portugal",259,9,"DF",28.7777777777778
" Ricardo Rocha","Portugal","2007/08","  - "," Portugal",126,5,"DF",25.2
" Ricardo Rocha","Portugal","2009/10","  - "," Portugal",200,10,"DF",20
" Richard Dunne","Ireland","2006/07","  - "," Ireland",1260,38,"DF",33.1578947368421
" Richard Dunne","Ireland","2007/08","  - "," Ireland",1396,36,"DF",38.7777777777778
" Richard Dunne","Ireland","2008/09","  - "," Ireland",1173,31,"DF",37.8387096774194
" Richard Dunne","Ireland","2009/10","  - "," Ireland",1196,37,"DF",32.3243243243243
" Richard Dunne","Ireland","2010/11","  - "," Ireland",1165,32,"DF",36.40625
" Richard Dunne","Ireland","2011/12","  - "," Ireland",932,28,"DF",33.2857142857143
" Richard Dunne","Ireland","2014/15","  - "," Ireland",551,23,"DF",23.9565217391304
" Richard Eckersley","England","2008/09","  - "," England",33,2,"DF",16.5
" Richard Stearman","England","2009/10","  - "," England",335,16,"DF",20.9375
" Richard Stearman","England","2010/11","  - "," England",851,31,"DF",27.4516129032258
" Richard Stearman","England","2011/12","  - "," England",784,30,"DF",26.1333333333333
" Rio Ferdinand","England","2006/07","  - "," England",1662,33,"DF",50.3636363636364
" Rio Ferdinand","England","2007/08","  - "," England",1546,35,"DF",44.1714285714286
" Rio Ferdinand","England","2008/09","  - "," England",1275,24,"DF",53.125
" Rio Ferdinand","England","2009/10","  - "," England",612,13,"DF",47.0769230769231
" Rio Ferdinand","England","2010/11","  - "," England",908,19,"DF",47.7894736842105
" Rio Ferdinand","England","2011/12","  - "," England",1293,30,"DF",43.1
" Rio Ferdinand","England","2012/13","  - "," England",1299,28,"DF",46.3928571428571
" Rio Ferdinand","England","2013/14","  - "," England",576,14,"DF",41.1428571428571
" Rio Ferdinand","England","2014/15","  - "," England",372,11,"DF",33.8181818181818
" Ritchie de Laet","Belgium","2008/09","  - "," Belgium",25,1,"DF",25
" Ritchie de Laet","Belgium","2009/10","  - "," Belgium",103,2,"DF",51.5
" Ritchie de Laet","Belgium","2011/12","  - "," Belgium",142,6,"DF",23.6666666666667
" Ritchie de Laet","Belgium","2014/15","  - "," Belgium",619,26,"DF",23.8076923076923
" Ritchie de Laet","Belgium","2015/16","  - "," Belgium",218,12,"DF",18.1666666666667
" Rob Edwards","Wales","2010/11","  - "," Wales",46,2,"DF",23
" Robert Huth","Germany","2006/07","  - "," Germany",220,12,"DF",18.3333333333333
" Robert Huth","Germany","2007/08","  - "," Germany",148,13,"DF",11.3846153846154
" Robert Huth","Germany","2008/09","  - "," Germany",567,24,"DF",23.625
